,level_0,index,Team1,Team2,Winner,Margin,Ground,Match_Date,Scorecard
0,0,0,Afghanistan,Ireland,Ireland,5 wickets,Colombo (PSS),"Feb 1, 2010",T20I # 128
1,1,1,Kenya,Scotland,Kenya,10 wickets,Nairobi (Gym),"Feb 1, 2010",T20I # 129
2,2,2,Canada,Ireland,Canada,4 runs,Colombo (SSC),"Feb 3, 2010",T20I # 130
3,3,3,New Zealand,Bangladesh,New Zealand,10 wickets,Hamilton,"Feb 3, 2010",T20I # 131
4,4,4,Afghanistan,Canada,Afghanistan,5 wickets,Colombo (SSC),"Feb 4, 2010",T20I # 132
5,5,5,Kenya,Scotland,Kenya,10 wickets,Nairobi (Gym),"Feb 4, 2010",T20I # 133
6,6,6,Australia,Pakistan,Australia,2 runs,Melbourne,"Feb 5, 2010",T20I # 134
7,7,7,Afghanistan,Ireland,Afghanistan,13 runs,Dubai (DSC),"Feb 9, 2010",T20I # 135
8,8,8,Canada,Netherlands,Netherlands,6 wickets,Dubai (DSC),"Feb 9, 2010",T20I # 136
9,9,9,Afghanistan,Scotland,Afghanistan,14 runs,Abu Dhabi,"Feb 10, 2010",T20I # 137
10,10,10,Canada,Kenya,Kenya,9 wickets,Dubai (DSC),"Feb 10, 2010",T20I # 138
11,11,11,Kenya,Netherlands,Netherlands,7 wickets,Abu Dhabi,"Feb 11, 2010",T20I # 139
12,12,12,Ireland,Scotland,Ireland,37 runs,Dubai (DSC),"Feb 11, 2010",T20I # 140
13,13,13,Afghanistan,Netherlands,Netherlands,4 wickets,Dubai (DSC),"Feb 12, 2010",T20I # 141
14,14,14,Ireland,Netherlands,Ireland,65 runs,Dubai (DSC),"Feb 13, 2010",T20I # 142
15,15,15,Afghanistan,Ireland,Afghanistan,8 wickets,Dubai (DSC),"Feb 13, 2010",T20I # 143
16,16,16,England,Pakistan,England,7 wickets,Dubai (DSC),"Feb 19, 2010",T20I # 144
17,17,17,England,Pakistan,Pakistan,4 wickets,Dubai (DSC),"Feb 20, 2010",T20I # 145
18,18,18,Australia,West Indies,Australia,38 runs,Hobart,"Feb 21, 2010",T20I # 146
19,19,19,Australia,West Indies,Australia,8 wickets,Sydney,"Feb 23, 2010",T20I # 147
20,20,20,New Zealand,Australia,Australia,6 wickets,Wellington,"Feb 26, 2010",T20I # 148
21,21,21,New Zealand,Australia,tied,,Christchurch,"Feb 28, 2010",T20I # 149
22,22,22,West Indies,Zimbabwe,Zimbabwe,26 runs,Port of Spain,"Feb 28, 2010",T20I # 150
23,23,23,New Zealand,Sri Lanka,New Zealand,2 wickets,Providence,"Apr 30, 2010",T20I # 151
24,24,24,West Indies,Ireland,West Indies,70 runs,Providence,"Apr 30, 2010",T20I # 152
25,25,25,Afghanistan,India,India,7 wickets,Gros Islet,"May 1, 2010",T20I # 153
26,26,26,Bangladesh,Pakistan,Pakistan,21 runs,Gros Islet,"May 1, 2010",T20I # 154
27,27,27,India,South Africa,India,14 runs,Gros Islet,"May 2, 2010",T20I # 155
28,28,28,Australia,Pakistan,Australia,34 runs,Gros Islet,"May 2, 2010",T20I # 156
29,29,29,Sri Lanka,Zimbabwe,Sri Lanka,14 runs,Providence,"May 3, 2010",T20I # 157
30,30,30,West Indies,England,West Indies,8 wickets,Providence,"May 3, 2010",T20I # 158
31,31,31,New Zealand,Zimbabwe,New Zealand,7 runs,Providence,"May 4, 2010",T20I # 159
32,32,32,England,Ireland,no result,,Providence,"May 4, 2010",T20I # 160
33,33,33,Australia,Bangladesh,Australia,27 runs,Bridgetown,"May 5, 2010",T20I # 161
34,34,34,Afghanistan,South Africa,South Africa,59 runs,Bridgetown,"May 5, 2010",T20I # 162
35,35,35,England,Pakistan,England,6 wickets,Bridgetown,"May 6, 2010",T20I # 163
36,36,36,New Zealand,South Africa,South Africa,13 runs,Bridgetown,"May 6, 2010",T20I # 164
37,37,37,Australia,India,Australia,49 runs,Bridgetown,"May 7, 2010",T20I # 165
38,38,38,West Indies,Sri Lanka,Sri Lanka,57 runs,Bridgetown,"May 7, 2010",T20I # 166
39,39,39,New Zealand,Pakistan,New Zealand,1 run,Bridgetown,"May 8, 2010",T20I # 167
40,40,40,England,South Africa,England,39 runs,Bridgetown,"May 8, 2010",T20I # 168
41,41,41,West Indies,India,West Indies,14 runs,Bridgetown,"May 9, 2010",T20I # 169
42,42,42,Australia,Sri Lanka,Australia,81 runs,Bridgetown,"May 9, 2010",T20I # 170
43,43,43,Pakistan,South Africa,Pakistan,11 runs,Gros Islet,"May 10, 2010",T20I # 171
44,44,44,England,New Zealand,England,3 wickets,Gros Islet,"May 10, 2010",T20I # 172
45,45,45,India,Sri Lanka,Sri Lanka,5 wickets,Gros Islet,"May 11, 2010",T20I # 173
46,46,46,West Indies,Australia,Australia,6 wickets,Gros Islet,"May 11, 2010",T20I # 174
47,47,47,England,Sri Lanka,England,7 wickets,Gros Islet,"May 13, 2010",T20I # 175
48,48,48,Australia,Pakistan,Australia,3 wickets,Gros Islet,"May 14, 2010",T20I # 176
49,49,49,Australia,England,England,7 wickets,Bridgetown,"May 16, 2010",T20I # 177
50,50,50,West Indies,South Africa,South Africa,13 runs,North Sound,"May 19, 2010",T20I # 178
51,51,51,West Indies,South Africa,South Africa,1 run,North Sound,"May 20, 2010",T20I # 179
52,52,52,New Zealand,Sri Lanka,New Zealand,28 runs,Lauderhill,"May 22, 2010",T20I # 180
53,53,53,New Zealand,Sri Lanka,Sri Lanka,7 wickets,Lauderhill,"May 23, 2010",T20I # 181
54,54,54,Zimbabwe,India,India,6 wickets,Harare,"Jun 12, 2010",T20I # 182
55,55,55,Zimbabwe,India,India,7 wickets,Harare,"Jun 13, 2010",T20I # 183
56,56,56,Australia,Pakistan,Pakistan,23 runs,Birmingham,"Jul 5, 2010",T20I # 184
57,57,57,Australia,Pakistan,Pakistan,11 runs,Birmingham,"Jul 6, 2010",T20I # 185
58,58,58,England,Pakistan,England,5 wickets,Cardiff,"Sep 5, 2010",T20I # 186
59,59,59,England,Pakistan,England,6 wickets,Cardiff,"Sep 7, 2010",T20I # 187
60,60,60,South Africa,Zimbabwe,South Africa,7 wickets,Bloemfontein,"Oct 8, 2010",T20I # 188
61,61,61,South Africa,Zimbabwe,South Africa,8 runs,Kimberley,"Oct 10, 2010",T20I # 189
62,62,62,Pakistan,South Africa,South Africa,6 wickets,Abu Dhabi,"Oct 26, 2010",T20I # 190
63,63,63,Pakistan,South Africa,South Africa,6 wickets,Abu Dhabi,"Oct 27, 2010",T20I # 191
64,64,64,Australia,Sri Lanka,Sri Lanka,7 wickets,Perth,"Oct 31, 2010",T20I # 192
65,65,65,New Zealand,Pakistan,New Zealand,5 wickets,Auckland,"Dec 26, 2010",T20I # 193
66,66,66,New Zealand,Pakistan,New Zealand,39 runs,Hamilton,"Dec 28, 2010",T20I # 194
67,67,67,New Zealand,Pakistan,Pakistan,103 runs,Christchurch,"Dec 30, 2010",T20I # 195
68,68,0,South Africa,India,India,21 runs,Durban,"Jan 9, 2011",T20I # 196
69,69,1,Australia,England,England,1 wicket,Adelaide,"Jan 12, 2011",T20I # 197
70,70,2,Australia,England,Australia,4 runs,Melbourne,"Jan 14, 2011",T20I # 198
71,71,3,West Indies,Pakistan,West Indies,7 runs,Gros Islet,"Apr 21, 2011",T20I # 199
72,72,4,West Indies,India,India,16 runs,Port of Spain,"Jun 4, 2011",T20I # 200
73,73,5,England,Sri Lanka,Sri Lanka,9 wickets,Bristol,"Jun 25, 2011",T20I # 201
74,74,6,Sri Lanka,Australia,Sri Lanka,35 runs,Pallekele,"Aug 6, 2011",T20I # 202
75,75,7,Sri Lanka,Australia,Sri Lanka,8 runs,Pallekele,"Aug 8, 2011",T20I # 203
76,76,8,England,India,England,6 wickets,Manchester,"Aug 31, 2011",T20I # 204
77,77,9,Zimbabwe,Pakistan,Pakistan,85 runs,Harare,"Sep 16, 2011",T20I # 205
78,78,10,Zimbabwe,Pakistan,Pakistan,5 runs,Harare,"Sep 18, 2011",T20I # 206
79,79,11,England,West Indies,England,10 wickets,The Oval,"Sep 23, 2011",T20I # 207
80,80,12,England,West Indies,West Indies,25 runs,The Oval,"Sep 25, 2011",T20I # 208
81,81,13,Bangladesh,West Indies,Bangladesh,3 wickets,Dhaka,"Oct 11, 2011",T20I # 209
82,82,14,South Africa,Australia,Australia,5 wickets,Cape Town,"Oct 13, 2011",T20I # 210
83,83,15,Zimbabwe,New Zealand,New Zealand,10 wickets,Harare,"Oct 15, 2011",T20I # 211
84,84,16,South Africa,Australia,South Africa,3 wickets,Johannesburg,"Oct 16, 2011",T20I # 212
85,85,17,Zimbabwe,New Zealand,New Zealand,34 runs,Harare,"Oct 17, 2011",T20I # 213
86,86,18,India,England,England,6 wickets,Kolkata,"Oct 29, 2011",T20I # 214
87,87,19,Pakistan,Sri Lanka,Pakistan,5 wickets,Abu Dhabi,"Nov 25, 2011",T20I # 215
88,88,20,Bangladesh,Pakistan,Pakistan,50 runs,Dhaka,"Nov 29, 2011",T20I # 216
89,89,0,Australia,India,Australia,31 runs,Sydney,"Feb 1, 2012",T20I # 217
90,90,1,Australia,India,India,8 wickets,Melbourne,"Feb 3, 2012",T20I # 218
91,91,2,New Zealand,Zimbabwe,New Zealand,7 wickets,Auckland,"Feb 11, 2012",T20I # 219
92,92,3,New Zealand,Zimbabwe,New Zealand,5 wickets,Hamilton,"Feb 14, 2012",T20I # 220
93,93,4,New Zealand,South Africa,New Zealand,6 wickets,Wellington,"Feb 17, 2012",T20I # 221
94,94,5,New Zealand,South Africa,South Africa,8 wickets,Hamilton,"Feb 19, 2012",T20I # 222
95,95,6,New Zealand,South Africa,South Africa,3 runs,Auckland,"Feb 22, 2012",T20I # 223
96,96,7,Kenya,Ireland,Ireland,6 wickets,Mombasa,"Feb 22, 2012",T20I # 224
97,97,8,Kenya,Ireland,Ireland,8 wickets,Mombasa,"Feb 23, 2012",T20I # 225
98,98,9,England,Pakistan,Pakistan,8 runs,Dubai (DSC),"Feb 23, 2012",T20I # 226
99,99,10,Kenya,Ireland,Ireland,2 runs,Mombasa,"Feb 24, 2012",T20I # 227
100,100,11,England,Pakistan,England,38 runs,Dubai (DSC),"Feb 25, 2012",T20I # 228
101,101,12,England,Pakistan,England,5 runs,Abu Dhabi,"Feb 27, 2012",T20I # 229
102,102,13,Canada,Netherlands,Netherlands,42 runs,Dubai (DSC),"Mar 13, 2012",T20I # 230
103,103,14,Kenya,Scotland,Scotland,14 runs,ICCA Dubai,"Mar 13, 2012",T20I # 231
104,104,15,Ireland,Kenya,Ireland,10 wickets,Dubai (DSC),"Mar 14, 2012",T20I # 232
105,105,16,Afghanistan,Netherlands,Afghanistan,4 wickets,Dubai (DSC),"Mar 14, 2012",T20I # 233
106,106,17,Afghanistan,Canada,Afghanistan,41 runs,ICCA Dubai,"Mar 18, 2012",T20I # 234
107,107,18,Ireland,Scotland,Ireland,17 runs,Dubai (DSC),"Mar 18, 2012",T20I # 235
108,108,19,Canada,Ireland,Ireland,10 wickets,Dubai (DSC),"Mar 22, 2012",T20I # 236
109,109,20,Netherlands,Scotland,Netherlands,3 wickets,ICCA Dubai,"Mar 22, 2012",T20I # 237
110,110,21,Ireland,Netherlands,Ireland,7 wickets,Dubai (DSC),"Mar 23, 2012",T20I # 238
111,111,22,Canada,Scotland,Scotland,4 wickets,Dubai (DSC),"Mar 23, 2012",T20I # 239
112,112,23,Afghanistan,Ireland,Ireland,5 wickets,Dubai (DSC),"Mar 24, 2012",T20I # 240
113,113,24,West Indies,Australia,Australia,8 wickets,Gros Islet,"Mar 27, 2012",T20I # 241
114,114,25,South Africa,India,South Africa,11 runs,Johannesburg,"Mar 30, 2012",T20I # 242
115,115,26,West Indies,Australia,West Indies,14 runs,Bridgetown,"Mar 30, 2012",T20I # 243
116,116,27,Sri Lanka,Pakistan,Sri Lanka,37 runs,Hambantota,"Jun 1, 2012",T20I # 244
117,117,28,Sri Lanka,Pakistan,Pakistan,23 runs,Hambantota,"Jun 3, 2012",T20I # 245
118,118,29,England,West Indies,England,7 wickets,Nottingham,"Jun 24, 2012",T20I # 246
119,119,30,New Zealand,West Indies,West Indies,56 runs,Lauderhill,"Jun 30, 2012",T20I # 247
120,120,31,New Zealand,West Indies,West Indies,61 runs,Lauderhill,"Jul 1, 2012",T20I # 248
121,121,32,Ireland,Bangladesh,Bangladesh,71 runs,Belfast,"Jul 18, 2012",T20I # 249
122,122,33,Ireland,Bangladesh,Bangladesh,1 run,Belfast,"Jul 20, 2012",T20I # 250
123,123,34,Ireland,Bangladesh,Bangladesh,2 wickets,Belfast,"Jul 21, 2012",T20I # 251
124,124,35,Bangladesh,Scotland,Scotland,34 runs,The Hague,"Jul 24, 2012",T20I # 252
125,125,36,Netherlands,Bangladesh,Bangladesh,8 wickets,The Hague,"Jul 25, 2012",T20I # 253
126,126,37,Netherlands,Bangladesh,Netherlands,1 wicket,The Hague,"Jul 26, 2012",T20I # 254
127,127,38,Sri Lanka,India,India,39 runs,Pallekele,"Aug 7, 2012",T20I # 255
128,128,39,Australia,Pakistan,Pakistan,7 wickets,Dubai (DSC),"Sep 5, 2012",T20I # 256
129,129,40,Australia,Pakistan,tied,,Dubai (DSC),"Sep 7, 2012",T20I # 257
130,130,41,England,South Africa,South Africa,7 wickets,Chester-le-Street,"Sep 8, 2012",T20I # 258
131,131,42,Australia,Pakistan,Australia,94 runs,Dubai (DSC),"Sep 10, 2012",T20I # 259
132,132,43,England,South Africa,no result,,Manchester,"Sep 10, 2012",T20I # 260
133,133,44,India,New Zealand,New Zealand,1 run,Chennai,"Sep 11, 2012",T20I # 261
134,134,45,England,South Africa,England,28 runs,Birmingham,"Sep 12, 2012",T20I # 262
135,135,46,Sri Lanka,Zimbabwe,Sri Lanka,82 runs,Hambantota,"Sep 18, 2012",T20I # 263
136,136,47,Australia,Ireland,Australia,7 wickets,Colombo (RPS),"Sep 19, 2012",T20I # 264
137,137,48,Afghanistan,India,India,23 runs,Colombo (RPS),"Sep 19, 2012",T20I # 265
138,138,49,South Africa,Zimbabwe,South Africa,10 wickets,Hambantota,"Sep 20, 2012",T20I # 266
139,139,50,Bangladesh,New Zealand,New Zealand,59 runs,Pallekele,"Sep 21, 2012",T20I # 267
140,140,51,Afghanistan,England,England,116 runs,Colombo (RPS),"Sep 21, 2012",T20I # 268
141,141,52,Sri Lanka,South Africa,South Africa,32 runs,Hambantota,"Sep 22, 2012",T20I # 269
142,142,53,Australia,West Indies,Australia,17 runs,Colombo (RPS),"Sep 22, 2012",T20I # 270
143,143,54,New Zealand,Pakistan,Pakistan,13 runs,Pallekele,"Sep 23, 2012",T20I # 271
144,144,55,England,India,India,90 runs,Colombo (RPS),"Sep 23, 2012",T20I # 272
145,145,56,Ireland,West Indies,no result,,Colombo (RPS),"Sep 24, 2012",T20I # 273
146,146,57,Bangladesh,Pakistan,Pakistan,8 wickets,Pallekele,"Sep 25, 2012",T20I # 274
147,147,58,Sri Lanka,New Zealand,tied,,Pallekele,"Sep 27, 2012",T20I # 275
148,148,59,England,West Indies,West Indies,15 runs,Pallekele,"Sep 27, 2012",T20I # 276
149,149,60,Pakistan,South Africa,Pakistan,2 wickets,Colombo (RPS),"Sep 28, 2012",T20I # 277
150,150,61,Australia,India,Australia,9 wickets,Colombo (RPS),"Sep 28, 2012",T20I # 278
151,151,62,England,New Zealand,England,6 wickets,Pallekele,"Sep 29, 2012",T20I # 279
152,152,63,Sri Lanka,West Indies,Sri Lanka,9 wickets,Pallekele,"Sep 29, 2012",T20I # 280
153,153,64,Australia,South Africa,Australia,8 wickets,Colombo (RPS),"Sep 30, 2012",T20I # 281
154,154,65,India,Pakistan,India,8 wickets,Colombo (RPS),"Sep 30, 2012",T20I # 282
155,155,66,New Zealand,West Indies,tied,,Pallekele,"Oct 1, 2012",T20I # 283
156,156,67,Sri Lanka,England,Sri Lanka,19 runs,Pallekele,"Oct 1, 2012",T20I # 284
157,157,68,Australia,Pakistan,Pakistan,32 runs,Colombo (RPS),"Oct 2, 2012",T20I # 285
158,158,69,India,South Africa,India,1 run,Colombo (RPS),"Oct 2, 2012",T20I # 286
159,159,70,Sri Lanka,Pakistan,Sri Lanka,16 runs,Colombo (RPS),"Oct 4, 2012",T20I # 287
160,160,71,Australia,West Indies,West Indies,74 runs,Colombo (RPS),"Oct 5, 2012",T20I # 288
161,161,72,Sri Lanka,West Indies,West Indies,36 runs,Colombo (RPS),"Oct 7, 2012",T20I # 289
162,162,73,Sri Lanka,New Zealand,no result,,Pallekele,"Oct 30, 2012",T20I # 290
163,163,74,Bangladesh,West Indies,West Indies,18 runs,Dhaka,"Dec 10, 2012",T20I # 291
164,164,75,India,England,India,5 wickets,Pune,"Dec 20, 2012",T20I # 292
165,165,76,South Africa,New Zealand,South Africa,8 wickets,Durban,"Dec 21, 2012",T20I # 293
166,166,77,India,England,England,6 wickets,Mumbai,"Dec 22, 2012",T20I # 294
167,167,78,South Africa,New Zealand,New Zealand,8 wickets,East London,"Dec 23, 2012",T20I # 295
168,168,79,India,Pakistan,Pakistan,5 wickets,Bengaluru,"Dec 25, 2012",T20I # 296
169,169,80,South Africa,New Zealand,South Africa,33 runs,Port Elizabeth,"Dec 26, 2012",T20I # 297
170,170,81,India,Pakistan,India,11 runs,Ahmedabad,"Dec 28, 2012",T20I # 298
171,171,0,Australia,Sri Lanka,Sri Lanka,5 wickets,Sydney,"Jan 26, 2013",T20I # 299
172,172,1,Australia,Sri Lanka,Sri Lanka,2 runs,Melbourne,"Jan 28, 2013",T20I # 300
173,173,2,New Zealand,England,England,40 runs,Auckland,"Feb 9, 2013",T20I # 301
174,174,3,New Zealand,England,New Zealand,55 runs,Hamilton,"Feb 12, 2013",T20I # 302
175,175,4,Australia,West Indies,West Indies,27 runs,Brisbane,"Feb 13, 2013",T20I # 303
176,176,5,New Zealand,England,England,10 wickets,Wellington,"Feb 15, 2013",T20I # 304
177,177,6,West Indies,Zimbabwe,West Indies,8 wickets,North Sound,"Mar 2, 2013",T20I # 305
178,178,7,South Africa,Pakistan,Pakistan,95 runs,Centurion,"Mar 3, 2013",T20I # 306
179,179,8,Afghanistan,Scotland,Afghanistan,27 runs,Sharjah,"Mar 3, 2013",T20I # 307
180,180,9,West Indies,Zimbabwe,West Indies,41 runs,North Sound,"Mar 3, 2013",T20I # 308
181,181,10,Afghanistan,Scotland,Afghanistan,7 wickets,Sharjah,"Mar 4, 2013",T20I # 309
182,182,11,Canada,Kenya,Canada,5 wickets,ICCA Dubai,"Mar 15, 2013",T20I # 310
183,183,12,Canada,Kenya,Kenya,21 runs,ICCA Dubai,"Mar 16, 2013",T20I # 311
184,184,13,Sri Lanka,Bangladesh,Sri Lanka,17 runs,Pallekele,"Mar 31, 2013",T20I # 312
185,185,14,Kenya,Netherlands,Kenya,5 wickets,Windhoek,"Apr 19, 2013",T20I # 313
186,186,15,Kenya,Netherlands,Kenya,7 wickets,Windhoek,"Apr 20, 2013",T20I # 314
187,187,16,Zimbabwe,Bangladesh,Zimbabwe,6 runs,Bulawayo,"May 11, 2013",T20I # 315
188,188,17,Zimbabwe,Bangladesh,Bangladesh,34 runs,Bulawayo,"May 12, 2013",T20I # 316
189,189,18,England,New Zealand,New Zealand,5 runs,The Oval,"Jun 25, 2013",T20I # 317
190,190,19,England,New Zealand,no result,,The Oval,"Jun 27, 2013",T20I # 318
191,191,20,Scotland,Kenya,Scotland,35 runs,Aberdeen,"Jul 4, 2013",T20I # 319
192,192,21,Scotland,Kenya,Scotland,7 wickets,Aberdeen,"Jul 5, 2013",T20I # 320
193,193,22,West Indies,Pakistan,Pakistan,2 wickets,Kingstown,"Jul 27, 2013",T20I # 321
194,194,23,West Indies,Pakistan,Pakistan,11 runs,Kingstown,"Jul 28, 2013",T20I # 322
195,195,24,Sri Lanka,South Africa,South Africa,12 runs,Colombo (RPS),"Aug 2, 2013",T20I # 323
196,196,25,Sri Lanka,South Africa,South Africa,22 runs,Hambantota,"Aug 4, 2013",T20I # 324
197,197,26,Sri Lanka,South Africa,Sri Lanka,6 wickets,Hambantota,"Aug 6, 2013",T20I # 325
198,198,27,Zimbabwe,Pakistan,Pakistan,25 runs,Harare,"Aug 23, 2013",T20I # 326
199,199,28,Zimbabwe,Pakistan,Pakistan,19 runs,Harare,"Aug 24, 2013",T20I # 327
200,200,29,England,Australia,Australia,39 runs,Southampton,"Aug 29, 2013",T20I # 328
201,201,30,England,Australia,England,27 runs,Chester-le-Street,"Aug 31, 2013",T20I # 329
202,202,31,Afghanistan,Kenya,Afghanistan,106 runs,Sharjah,"Sep 30, 2013",T20I # 330
203,203,32,India,Australia,India,6 wickets,Rajkot,"Oct 10, 2013",T20I # 331
204,204,33,Afghanistan,Kenya,Kenya,34 runs,Sharjah,"Oct 11, 2013",T20I # 332
205,205,34,Bangladesh,New Zealand,New Zealand,15 runs,Dhaka,"Nov 6, 2013",T20I # 333
206,206,35,Pakistan,South Africa,South Africa,9 wickets,Dubai (DSC),"Nov 13, 2013",T20I # 334
207,207,36,Afghanistan,Netherlands,Netherlands,7 wickets,Sharjah,"Nov 15, 2013",T20I # 335
208,208,37,Pakistan,South Africa,South Africa,6 runs,Dubai (DSC),"Nov 15, 2013",T20I # 336
209,209,38,Afghanistan,Scotland,Afghanistan,17 runs,Sharjah,"Nov 16, 2013",T20I # 337
210,210,39,Canada,Ireland,Ireland,2 runs,Abu Dhabi,"Nov 16, 2013",T20I # 338
211,211,40,Kenya,Scotland,Kenya,92 runs,ICCA Dubai,"Nov 19, 2013",T20I # 339
212,212,41,South Africa,Pakistan,South Africa,4 runs,Johannesburg,"Nov 20, 2013",T20I # 340
213,213,42,Sri Lanka,New Zealand,Sri Lanka,8 wickets,Pallekele,"Nov 21, 2013",T20I # 341
214,214,43,Netherlands,Scotland,Scotland,15 runs,ICCA Dubai,"Nov 22, 2013",T20I # 342
215,215,44,South Africa,Pakistan,Pakistan,6 runs,Cape Town,"Nov 22, 2013",T20I # 343
216,216,45,Kenya,Netherlands,Netherlands,29 runs,ICCA Dubai,"Nov 23, 2013",T20I # 344
217,217,46,Afghanistan,Kenya,Afghanistan,34 runs,Sharjah,"Nov 24, 2013",T20I # 345
218,218,47,Canada,Kenya,Kenya,21 runs,Sharjah,"Nov 26, 2013",T20I # 346
219,219,48,Netherlands,Scotland,Netherlands,8 wickets,Abu Dhabi,"Nov 28, 2013",T20I # 347
220,220,49,Afghanistan,Ireland,Ireland,68 runs,Abu Dhabi,"Nov 30, 2013",T20I # 348
221,221,50,Afghanistan,Pakistan,Pakistan,6 wickets,Sharjah,"Dec 8, 2013",T20I # 349
222,222,51,Pakistan,Sri Lanka,Pakistan,3 wickets,Dubai (DSC),"Dec 11, 2013",T20I # 350
223,223,52,Pakistan,Sri Lanka,Sri Lanka,24 runs,Dubai (DSC),"Dec 13, 2013",T20I # 351
224,224,0,New Zealand,West Indies,New Zealand,81 runs,Auckland,"Jan 11, 2014",T20I # 352
225,225,1,New Zealand,West Indies,New Zealand,4 wickets,Wellington,"Jan 15, 2014",T20I # 353
226,226,2,Australia,England,Australia,13 runs,Hobart,"Jan 29, 2014",T20I # 354
227,227,3,Australia,England,Australia,8 wickets,Melbourne,"Jan 31, 2014",T20I # 355
228,228,4,Australia,England,Australia,84 runs,Sydney,"Feb 2, 2014",T20I # 356
229,229,5,Bangladesh,Sri Lanka,Sri Lanka,2 runs,Chattogram,"Feb 12, 2014",T20I # 357
230,230,6,Bangladesh,Sri Lanka,Sri Lanka,3 wickets,Chattogram,"Feb 14, 2014",T20I # 358
231,231,7,West Indies,Ireland,Ireland,6 wickets,Kingston,"Feb 19, 2014",T20I # 359
